project_id,project_name,latitude,longitude,project_type,start_date,end_date,budget_($),emission_(co2e),emission_source
475,Roach-Lloyd,-6.7289275,-102.974383,Bridge,2020-04-28,2020-10-27,5667768.54,529.5,Material Manufacturing
476,"Hill, Hutchinson and Johnson",49.015355,71.302247,Bridge,2020-08-15,2021-01-10,4592222.67,272.49,Transportation
477,"Lawson, Watson and Diaz",71.460333,-18.004713,Road,2021-06-05,2022-01-15,8290193.01,514.61,Machinery
478,"Rivera, Walter and Avila",-74.6843915,-58.117702,Railway,2021-05-18,2021-09-18,7716372.01,917.24,Transportation
479,Garcia-Evans,0.4393665,82.392506,Bridge,2022-01-18,2024-11-17,8743955.53,218.77,Transportation
480,Scott-Wells,-43.66057,148.016825,Tunnel,2020-03-17,2020-10-16,5022158.84,112.32,Material Manufacturing
481,Jones Inc,-46.792808,-120.576491,Dam,2020-12-29,2021-07-08,2836005.35,541.4,Material Manufacturing
482,Small-Prince,-70.563724,-147.885816,Dam,2020-10-22,2021-07-12,7951046.35,671.61,Material Manufacturing
483,"Rivera, Hickman and Liu",-64.3445655,-13.730142,Industry,2023-09-09,2025-06-25,391822.61,506.89,Machinery
484,Weber-Morton,62.485209,124.195034,Road,2022-10-04,2025-07-15,5500888.14,778.23,Material Manufacturing
485,Reynolds Inc,61.0188835,-110.321552,Bridge,2021-03-29,2023-07-09,7350937.45,621.7,Transportation
486,"Castro, Smith and Moore",-31.377153,-79.526085,Port,2021-10-15,2023-05-01,8402162.96,235.09,Material Manufacturing
487,"Lopez, Thomas and Dixon",86.4523065,142.511317,Housing,2020-11-17,2021-07-21,5980122.91,439.83,Transportation
488,Blackwell-Powell,-34.889989,4.970061,Airport,2022-06-20,2024-02-17,9269100.55,800.44,Transportation
489,Norris Group,7.6565125,48.825219,Tunnel,2020-11-03,2022-03-07,8453526.77,613.27,Machinery
490,"Gordon, Jackson and Austin",-8.1039815,-72.638955,Tunnel,2020-03-03,2021-01-16,69615.8,86.04,Machinery
491,"Hood, Hall and Medina",31.9443605,-113.676242,Housing,2021-08-25,2023-03-09,9711671.16,313.38,Material Manufacturing
492,Gibson-Rodgers,52.4957655,16.243672,Road,2022-12-04,2024-10-03,4417761.5,230.3,Transportation
493,Roberson-Church,-63.3715225,152.865234,Airport,2022-09-14,2024-02-26,9789272.83,381.47,Machinery
494,Underwood LLC,-58.03863,60.512932,Industry,2023-06-17,2024-08-13,6777733.77,889.13,Machinery
495,Gutierrez PLC,-67.2238015,54.839568,Housing,2021-07-06,2023-03-21,5634896.58,846.48,Material Manufacturing
496,"Torres, Harrington and Spencer",87.1689335,172.344154,Port,2022-05-01,2024-02-16,4042006.71,587.42,Material Manufacturing
497,"Quinn, Gallagher and Alvarez",49.1315435,-66.556045,Port,2020-01-30,2022-03-16,1432457.95,503.4,Machinery
498,Ellis-Quinn,73.40154,97.776836,Housing,2021-03-05,2022-05-05,2501933.05,687.81,Transportation
499,"Leblanc, Snow and Burns",14.588125,12.298181,Industry,2022-02-10,2022-04-02,514970.78,94.91,Transportation
500,Kennedy Group,-37.239699,10.790991,Tunnel,2022-10-30,2025-08-26,2904605.53,253.28,Transportation
501,"Ross, Hawkins and Mullins",60.061382,8.381606,Port,2021-11-15,2022-09-08,9261123.23,325.01,Material Manufacturing
502,Christensen-Chambers,2.7130005,-160.626071,Bridge,2020-04-21,2020-04-29,1763472.89,819.52,Material Manufacturing
503,Ramirez-Jones,25.6881565,96.111662,Airport,2021-04-15,2022-01-27,5684261.47,705.31,Machinery
504,Williams-Davis,79.4116255,-123.129635,Tunnel,2021-07-07,2021-12-28,8323826.5,938.09,Machinery
505,"Contreras, Duncan and Burton",66.65624,83.068247,Port,2020-12-29,2022-09-04,791228.93,106.74,Machinery
506,Cunningham-Morgan,-69.885238,161.124237,Port,2023-08-10,2026-07-29,9311210.22,82.48,Material Manufacturing
507,Sanford-Yates,48.519743,95.313993,Bridge,2020-05-05,2021-03-03,7160175.51,362.82,Material Manufacturing
508,Nelson Group,70.4384355,-48.348537,Tunnel,2020-10-03,2021-04-22,5879486.9,776.43,Transportation
509,Ramos-Palmer,83.274425,-72.322921,Road,2021-12-13,2023-09-18,1107697.48,653.42,Transportation
510,Jones Group,10.983558,176.055523,Housing,2020-08-06,2020-10-21,2258705.26,552.83,Material Manufacturing
511,Brown and Sons,80.711045,-173.73455,Bridge,2021-06-09,2024-03-05,5839651.32,137.52,Transportation
512,Johnson PLC,-57.7920865,-32.368316,Airport,2022-07-08,2024-01-27,6055893.02,249.6,Transportation
513,Merritt Ltd,-51.4767565,32.902952,Tunnel,2022-12-21,2025-12-02,4901104.89,105.82,Machinery
514,Liu Ltd,46.480855,165.682705,Road,2022-01-26,2024-10-04,7777198.95,482.69,Material Manufacturing
515,Church Group,-86.4311075,-141.960648,Railway,2021-06-03,2022-11-18,8641334.05,69.18,Machinery
516,Payne and Sons,-10.8711575,150.207831,Railway,2022-11-07,2023-03-19,333983.99,999.93,Machinery
517,Anderson-Nixon,-36.214767,108.281203,Dam,2021-11-12,2022-11-16,6076441.47,214.04,Transportation
518,"Miller, Peck and Mccall",-65.5295995,-96.563195,Airport,2020-04-15,2021-01-15,9702395.05,448.62,Machinery
519,Klein Group,57.8670805,-23.699437,Railway,2022-06-30,2024-04-11,5241654.86,974.07,Machinery
520,Medina Group,21.771328,162.915899,Port,2022-01-13,2022-04-13,5453201.19,133.42,Material Manufacturing
521,"Singh, Hernandez and Blair",-41.40112,-123.492364,Industry,2023-06-22,2024-03-23,7253332.19,261.99,Transportation
522,Oliver PLC,-87.890432,-98.849709,Bridge,2021-08-28,2022-10-02,3625578.52,739.18,Transportation
523,"Salinas, Kelly and Jacobs",-83.380267,149.53712,Dam,2022-07-21,2022-10-19,7118937.41,775.25,Machinery
524,Mckinney Ltd,63.6827775,-10.6931,Industry,2020-10-30,2023-06-24,5601900.94,131.42,Material Manufacturing
525,Lee Ltd,-0.848495,-18.996972,Dam,2021-03-27,2021-06-23,6000330.52,948.74,Material Manufacturing
526,Lopez-Noble,76.939727,59.025269,Housing,2023-02-06,2025-01-09,1648988.08,789.76,Material Manufacturing
527,Adams-Ballard,89.599229,-29.079728,Tunnel,2021-11-17,2024-04-20,2276712.42,702.92,Machinery
528,Sandoval-Johnson,36.0852375,79.804781,Port,2020-02-28,2020-10-07,1240552.54,414.7,Machinery
529,"Chung, Garcia and Payne",85.418641,124.682152,Industry,2022-05-12,2024-11-04,437161.63,666.52,Material Manufacturing
530,"Cook, Freeman and Lawrence",-83.9071845,66.950001,Housing,2023-09-08,2024-03-09,2808948.35,892.47,Material Manufacturing
531,Little-Mayer,49.8518735,175.815648,Housing,2021-12-12,2022-05-30,4189442.13,520.42,Material Manufacturing
532,"Lin, Jones and Hester",-30.105496,-116.444104,Dam,2021-02-08,2022-09-12,7902670.23,613.81,Transportation
533,"Bennett, Gregory and Rosales",-25.300265,-28.956904,Industry,2020-05-06,2022-05-20,4439199.89,108.76,Material Manufacturing
534,Montgomery Ltd,-82.5458245,134.13668,Port,2022-03-11,2024-09-03,7001655.78,184.29,Material Manufacturing
535,Gentry PLC,88.40526,-38.206552,Tunnel,2022-04-23,2024-02-09,3464014.86,452.75,Machinery
536,Wallace Inc,23.885618,-72.239942,Railway,2021-11-02,2024-01-23,1824132.37,356.74,Machinery
537,Clay Group,55.0282045,-98.856808,Tunnel,2021-09-20,2023-04-08,8305188.8,951.85,Machinery
538,Woods Inc,62.2108245,18.014627,Housing,2023-09-24,2025-07-21,9626915.89,367.93,Machinery
539,Russell-Brown,-4.467318,-66.758736,Bridge,2020-03-18,2020-09-24,1616893.18,908.49,Material Manufacturing
540,Rivera and Sons,-55.645765,-149.189416,Tunnel,2020-07-21,2022-07-24,4816837.68,399.33,Transportation
541,Hayes PLC,6.5090335,42.592456,Bridge,2020-05-15,2021-01-16,8713124.12,920.87,Transportation
542,Campos-Hansen,-9.0240375,-126.860511,Bridge,2020-03-23,2021-03-04,254698.94,914.74,Transportation
543,Carrillo PLC,-51.902956,-144.729202,Airport,2021-02-22,2023-10-02,5241192.16,569.08,Material Manufacturing
544,Roman-Mckinney,-87.0423965,-11.886629,Industry,2022-10-07,2025-03-02,475805.82,878.92,Material Manufacturing
545,Avila-Boyer,15.1309655,104.864305,Dam,2020-01-01,2021-12-22,6561552.61,89.91,Machinery
546,"Monroe, Lara and Gutierrez",-73.4540555,54.795056,Dam,2020-06-10,2020-11-06,2618332.37,472.92,Machinery
547,"Hamilton, Santos and Gomez",63.575363,36.323575,Tunnel,2022-04-18,2024-10-20,8850132.11,188.4,Material Manufacturing
548,"Anderson, Elliott and Jones",2.613865,37.893542,Tunnel,2020-12-12,2021-03-26,6056848.19,878.43,Material Manufacturing
549,Martin-Pace,-8.574637,148.145283,Industry,2023-01-13,2025-12-16,7066498.08,449.73,Machinery
550,Dennis-Jennings,28.065575,-107.365221,Port,2022-05-07,2025-01-14,146682.15,558.34,Machinery
551,"Kirby, Burns and Ramos",31.2817705,-29.886747,Housing,2023-07-11,2026-04-18,663998.5,323.12,Material Manufacturing
552,Suarez Group,56.4151315,130.858428,Housing,2021-05-31,2023-11-20,718647.39,672.27,Machinery
553,"Cole, Wiley and Jones",-71.9817165,-164.542168,Road,2023-09-03,2024-03-23,7740391.26,35.35,Transportation
554,Hernandez-Miller,-18.684692,-37.464843,Airport,2021-02-15,2023-09-28,2960065.1,711.25,Machinery
555,Rich Inc,-60.589784,89.465259,Port,2021-04-28,2022-05-18,6119944.92,221.06,Machinery
556,"Johnson, Hays and Smith",35.6611145,-60.484533,Tunnel,2020-12-06,2022-04-14,2504012.05,554.33,Machinery
557,Wright PLC,26.592169,146.619843,Port,2020-10-23,2020-11-14,4730950.24,374.03,Transportation
558,Hawkins Inc,-12.7635235,129.202773,Industry,2022-02-20,2022-10-11,690774.93,372.95,Machinery
559,Rosario PLC,-0.8247215,76.539735,Airport,2022-06-07,2024-03-03,6271823.8,596.57,Machinery
560,Villarreal-Sutton,1.4086155,10.238095,Railway,2022-04-14,2022-12-11,1483313.29,39.13,Transportation
561,Williams and Sons,68.2284675,157.570609,Railway,2022-09-30,2024-08-27,7603763.3,277.92,Material Manufacturing
562,Rivera Inc,57.301973,-157.813251,Industry,2020-04-04,2020-06-05,9956591.45,465.13,Material Manufacturing
563,Martin Group,34.5641775,146.00061,Bridge,2020-12-13,2023-12-12,9254301.96,801.3,Transportation
564,"Thompson, Calderon and Cooley",-9.5304735,-116.777729,Dam,2020-12-29,2021-04-11,4147797.62,953.4,Material Manufacturing
565,Miller LLC,-0.0428185,-137.663555,Tunnel,2023-09-08,2025-02-07,4414843.52,955.17,Transportation
566,"Cox, Ho and Allen",-30.2594135,142.440673,Dam,2022-03-06,2022-03-29,803894.69,769.54,Material Manufacturing
567,Byrd-Jones,-11.446997,-53.185388,Port,2022-06-19,2023-10-18,1773795.14,136.36,Transportation
568,Williams-Garcia,80.8078665,88.952742,Bridge,2020-07-15,2021-02-22,5959626.89,390.77,Transportation
569,"Oconnor, Chandler and Clark",10.700587,147.455446,Road,2020-04-24,2021-09-07,5013109.19,362.12,Machinery
570,"Wright, Lara and Atkins",-9.360961,118.893853,Bridge,2020-01-23,2021-11-13,5834085.85,393.27,Transportation
571,Patrick-Jones,-54.563365,71.241212,Bridge,2023-07-08,2024-11-02,1076738.72,250.52,Machinery
572,Gonzales-Warren,69.426203,-103.662269,Railway,2020-12-13,2023-03-17,216198.12,235.68,Material Manufacturing
573,"Ball, Ortiz and Miranda",-44.047079,121.468145,Tunnel,2020-08-12,2021-03-15,2162407.44,754.63,Material Manufacturing
574,Collins Inc,60.544692,-43.868676,Tunnel,2020-03-10,2022-06-23,5098146.98,390.49,Material Manufacturing
575,Marshall-Jones,-19.1065075,69.311467,Road,2023-07-27,2024-12-27,3357701.05,499.64,Machinery
576,Jones-Solis,34.1950795,85.562958,Road,2023-03-16,2025-12-21,9368291.15,342.51,Machinery
577,"Logan, Dixon and Martinez",72.132501,36.905424,Industry,2020-12-14,2023-02-26,7230806.28,712.3,Material Manufacturing
578,Rogers-Schroeder,-17.470016,-121.102867,Dam,2022-02-01,2023-03-19,5453254.1,185.72,Machinery
579,Hughes Ltd,-53.0329885,144.96528,Airport,2023-04-08,2025-11-18,5501899.1,882.21,Machinery
580,"Le, Watts and Smith",63.905883,-5.959579,Dam,2023-04-03,2023-07-09,7087585.26,509.02,Machinery
581,Sanchez-Grant,75.57618,-163.075767,Railway,2023-04-04,2025-11-13,9060664.99,659.86,Transportation
582,Mcdonald-Hawkins,7.6741805,-178.102946,Port,2021-07-24,2021-09-29,687875.13,509.39,Machinery
583,Barrett-Bass,-0.6345265,-8.143886,Airport,2021-01-30,2021-12-17,8484430.97,501.07,Transportation
584,Brooks Inc,-23.896288,6.494589,Housing,2021-10-31,2024-03-20,6358324.75,583.96,Material Manufacturing
585,"Thomas, Johnson and Johnson",40.617998,84.527073,Airport,2022-07-31,2023-07-04,2063962.13,92.54,Transportation
586,Lewis-Fisher,-6.2007535,-128.633927,Housing,2022-12-31,2025-04-03,2973010.23,546.15,Material Manufacturing
587,Davis-Lopez,-37.9124365,-99.895076,Port,2021-01-31,2023-05-04,139397.69,259.26,Machinery
588,"Bowman, Jackson and Martin",-49.165531,53.436896,Dam,2021-03-17,2022-04-24,9069296.04,90.19,Machinery
589,"Weaver, Young and Martinez",-25.509962,105.643219,Industry,2021-10-05,2024-01-29,1599262.07,703.87,Machinery
590,Hernandez-Pineda,-1.711443,1.754207,Bridge,2022-02-02,2022-12-13,5309433.81,532.05,Transportation
591,Hawkins-Johnson,-5.6494605,125.866993,Port,2020-12-12,2023-10-26,7333191.48,468.96,Material Manufacturing
592,Stephens-Pennington,21.6909585,177.190493,Railway,2023-09-02,2025-11-17,7226379.19,772.17,Material Manufacturing
593,"Arnold, Ramirez and Martin",74.3806525,93.191893,Port,2021-12-08,2023-08-07,8949407.19,950.23,Machinery
594,"Payne, Brown and Jensen",-64.326901,176.064018,Dam,2022-12-24,2023-08-19,420670.21,739.46,Transportation
595,Nelson-Smith,29.762291,-98.977365,Airport,2020-12-29,2021-03-19,7445144.27,316.6,Material Manufacturing
596,Leon-Sanders,26.8504805,114.54123,Housing,2021-12-01,2023-07-09,7981937.49,990.47,Material Manufacturing
597,Clark-Davis,-67.1102095,-41.706521,Airport,2023-05-04,2023-06-15,2129467.02,360.89,Transportation
598,Smith-Brown,-10.3636205,-109.547086,Industry,2021-06-13,2023-10-01,5833426.0,44.14,Material Manufacturing
599,Valdez-Rodriguez,-25.5605975,-116.333549,Bridge,2022-02-21,2023-11-17,2800277.84,776.73,Machinery
600,"Edwards, King and Williams",-88.4911535,49.116917,Railway,2021-03-06,2023-04-27,6022502.48,732.06,Transportation
601,Hansen Group,-67.598998,-69.9453,Road,2020-02-26,2021-10-16,673897.19,429.47,Transportation
602,Lewis-Robinson,-50.156265,-125.284477,Bridge,2021-12-27,2024-07-18,811276.46,265.83,Transportation
603,Rodriguez Inc,-12.7749375,-24.459285,Road,2020-07-14,2023-06-20,8481560.0,509.18,Machinery
604,Barker LLC,46.369792,-41.326315,Housing,2020-04-18,2021-08-05,1743422.74,397.46,Machinery
605,Strong PLC,46.130106,110.628473,Industry,2022-04-28,2022-11-30,1368352.77,868.19,Machinery
606,Morris-Wilkinson,7.285234,61.871718,Bridge,2023-04-25,2025-08-20,890677.7,135.73,Material Manufacturing
607,"Smith, Hart and Coleman",8.756301,-82.893215,Tunnel,2023-05-30,2023-09-24,9326215.68,940.1,Material Manufacturing
608,"Williams, Hayes and Case",-85.4328535,-141.460307,Industry,2020-02-28,2021-03-29,6362178.9,10.68,Machinery
609,"Atkins, Perkins and Odonnell",-10.5131515,-80.836151,Railway,2020-12-06,2022-11-19,5772019.19,214.09,Machinery
610,Williams-Torres,56.3145115,-46.247677,Airport,2023-08-12,2025-07-21,4622343.45,461.16,Material Manufacturing
611,Jensen and Sons,-78.8981935,-75.652496,Housing,2021-09-15,2022-03-05,7984420.67,523.58,Material Manufacturing
612,"Mosley, Harris and Castillo",-31.736497,21.216592,Airport,2020-06-02,2021-04-08,5884455.25,800.09,Material Manufacturing
613,"Santos, Franklin and Wilson",-22.6270575,169.781831,Tunnel,2021-04-11,2022-06-20,5765283.05,425.17,Transportation
614,"Martinez, Taylor and Chapman",-55.3467955,-39.28695,Housing,2021-12-30,2022-01-30,202607.79,354.5,Machinery
615,Fowler-Santiago,-79.3034595,-143.489592,Road,2020-08-27,2021-11-06,8740067.64,845.4,Material Manufacturing
616,"Greene, Perez and Goodwin",-41.204033,92.20731,Dam,2020-05-24,2022-01-23,6629221.95,918.03,Machinery
617,Scott PLC,-7.434035,-32.714781,Road,2021-02-05,2022-06-02,6135583.36,781.14,Material Manufacturing
618,Anderson PLC,-46.7275195,-136.958427,Dam,2022-06-01,2024-03-27,5734362.63,391.69,Transportation
619,Davis Ltd,38.288475,-129.572712,Port,2021-03-14,2023-03-13,1219087.23,458.19,Transportation
620,Stone LLC,-22.0681295,-128.246745,Industry,2020-06-21,2020-10-31,9480074.91,956.78,Transportation
621,Hooper-Reynolds,16.5451905,126.332075,Port,2020-01-01,2020-09-29,1839336.93,625.55,Transportation
622,Kramer and Sons,35.976989,78.460965,Road,2020-02-12,2022-10-18,6768749.85,140.14,Material Manufacturing
623,Hansen Ltd,-86.2197725,-147.240412,Housing,2021-05-18,2021-06-21,5502396.74,434.39,Machinery
624,"Rhodes, Walker and Rios",-28.4595985,55.069637,Railway,2023-03-31,2023-04-22,8477334.75,442.46,Material Manufacturing
625,Watts-Bradley,34.3871375,154.294504,Housing,2022-10-16,2024-08-10,7309394.17,757.69,Transportation
626,"Smith, Russell and Harris",52.882205,19.991376,Dam,2023-09-24,2025-05-06,8801292.89,155.25,Material Manufacturing
627,"Simmons, Harrington and Sutton",2.1248395,-42.603422,Road,2020-09-19,2020-10-27,1589358.25,350.36,Machinery
628,"Stewart, Murray and Ross",77.262319,-136.402846,Tunnel,2021-05-31,2022-03-25,7219824.35,15.9,Transportation
629,Barry and Sons,-25.4652795,-157.615715,Road,2020-04-06,2022-11-15,1547696.03,255.35,Material Manufacturing
630,Carson-Hayes,-29.8621555,78.854504,Housing,2021-05-17,2022-03-02,2089264.38,69.38,Transportation
631,Duke and Sons,-84.507387,-126.817087,Housing,2020-10-07,2021-06-02,4579124.74,320.49,Material Manufacturing
632,Baldwin PLC,75.9755895,-90.900401,Housing,2020-05-17,2021-11-16,4577695.22,885.74,Transportation
633,Tucker-Campbell,-36.976315,101.875877,Road,2022-11-07,2025-02-07,6041804.87,379.57,Material Manufacturing
634,Garrett LLC,-57.1558545,177.287803,Housing,2022-03-02,2024-09-28,9915958.63,891.83,Material Manufacturing
635,Rodriguez LLC,-75.5469375,153.682097,Bridge,2021-08-26,2021-10-23,1240246.01,594.24,Machinery
636,Bean Ltd,4.206366,-29.840595,Airport,2021-05-06,2023-01-04,4117016.28,715.76,Transportation
637,"Williams, Howell and Flores",-10.2490155,97.843753,Road,2022-04-13,2022-08-09,7373865.84,356.34,Material Manufacturing
638,"Evans, Clark and Delgado",64.626958,46.982148,Airport,2023-04-10,2024-05-26,7087707.8,903.96,Material Manufacturing
639,Espinoza Group,20.2129625,-10.403655,Railway,2021-05-08,2023-04-13,7303443.11,300.73,Transportation
640,Patel-Moyer,-76.066782,22.169947,Industry,2022-09-10,2023-02-09,7608871.86,407.43,Machinery
641,"Robertson, Burke and Stanton",21.723999,87.708125,Airport,2020-12-14,2023-11-26,3276021.97,341.79,Material Manufacturing
642,Cunningham Inc,2.265915,-27.357254,Railway,2021-10-15,2021-12-13,8898153.34,279.13,Material Manufacturing
643,"Hobbs, Mcclain and Evans",-31.5788125,-104.375894,Industry,2022-12-18,2024-06-27,3063911.66,744.65,Transportation
644,Barker-Clark,41.8600245,115.916157,Housing,2023-04-20,2025-09-25,9411260.97,903.32,Transportation
645,Perez-Wilson,-1.5532345,100.370622,Dam,2021-08-18,2023-03-16,6943320.57,912.63,Transportation
646,"Mason, Campbell and Bell",6.319812,46.316475,Bridge,2021-05-10,2022-03-17,4362951.85,261.34,Machinery
647,"Ramirez, Anderson and Morales",-4.1054265,83.87865,Tunnel,2022-09-09,2025-03-09,6347678.26,865.06,Machinery
648,"Campbell, Hammond and Kirk",-88.0382715,94.097081,Airport,2022-12-05,2023-07-07,6865050.58,295.97,Material Manufacturing
649,Johnson-Taylor,-32.3285845,103.994985,Industry,2021-04-20,2022-02-25,9000417.29,548.12,Material Manufacturing
650,Crawford Group,2.4132855,102.307411,Dam,2021-05-11,2023-08-10,353663.04,541.6,Material Manufacturing
651,"Potts, Russell and Li",88.724507,-81.436571,Industry,2020-05-18,2023-01-28,4470909.52,667.02,Machinery
652,"Rodriguez, Alexander and Smith",-12.1740625,121.927816,Port,2021-01-09,2022-08-25,7478118.09,301.09,Machinery
653,Russell-Huffman,10.871521,-153.255291,Airport,2021-01-07,2022-02-10,452814.81,418.08,Material Manufacturing
654,"Rice, Hahn and Sellers",-86.460676,-95.676911,Road,2022-08-12,2023-02-25,5156024.98,99.41,Material Manufacturing
655,Meyer-Johnson,8.628012,-23.848018,Tunnel,2023-02-24,2025-12-18,431442.09,317.71,Transportation
656,Humphrey-Myers,-16.1535285,-48.12007,Port,2020-12-05,2020-12-12,1306191.91,922.24,Material Manufacturing
657,Bautista-Adams,48.858429,-131.442264,Tunnel,2021-06-28,2022-04-28,294993.14,229.54,Transportation
658,Flores and Sons,88.891685,12.311869,Housing,2020-01-07,2020-03-10,5050284.67,618.94,Machinery
659,Rojas LLC,17.276656,107.760449,Railway,2022-04-08,2024-11-25,6912513.32,385.58,Material Manufacturing
660,Hamilton-Robinson,-89.084519,-166.599227,Port,2023-04-23,2024-09-18,1675919.31,597.1,Material Manufacturing
661,Hernandez PLC,12.882109,-38.462793,Bridge,2021-12-20,2024-12-05,1487947.84,257.79,Material Manufacturing
662,Palmer Inc,25.240261,69.781864,Tunnel,2020-12-21,2023-07-20,6981599.92,134.41,Transportation
663,Adams Inc,21.937045,-131.214878,Railway,2022-05-06,2023-12-13,4301281.58,498.03,Transportation
664,Collins-Roach,-87.4371585,151.100033,Bridge,2022-01-02,2022-03-20,778379.49,229.69,Transportation
665,Palmer-Turner,-50.5458075,126.831833,Bridge,2021-12-13,2022-07-02,214320.69,964.44,Transportation
666,Morrison-Barajas,35.6361695,179.236629,Tunnel,2022-01-28,2023-08-15,2071964.23,227.8,Material Manufacturing
667,Baker and Sons,-47.881281,-108.557365,Housing,2022-08-20,2024-08-21,8683547.2,78.73,Material Manufacturing
668,Davies PLC,5.501794,-121.882241,Housing,2022-04-26,2022-05-22,1799267.47,662.65,Machinery
669,Knight-Mckinney,-19.992341,173.157292,Dam,2022-01-02,2022-04-19,9800695.32,680.12,Transportation
670,"George, Adams and Wright",-15.0488125,127.58103,Railway,2021-11-03,2023-06-30,9206328.12,890.89,Transportation
671,Mahoney Ltd,-53.775019,-8.281147,Railway,2021-01-14,2023-05-28,5724883.63,262.69,Machinery
672,Walker PLC,-14.5920955,-15.844081,Port,2022-12-23,2023-07-02,1293739.31,496.02,Transportation
673,Williamson and Sons,-81.272688,-127.421666,Dam,2022-01-08,2024-11-15,4958173.83,548.58,Material Manufacturing
674,"Wallace, Rosario and Ferguson",73.9162525,-34.712267,Industry,2020-12-23,2022-08-30,2100715.98,166.24,Material Manufacturing
675,Mason-Ortiz,-44.86768,-164.910428,Railway,2022-05-13,2022-11-23,1033175.43,861.22,Transportation
676,Jones-Edwards,-61.863037,-60.467464,Railway,2021-08-26,2024-07-13,5564754.67,705.8,Machinery
677,Mccormick-Schultz,-32.543506,101.67951,Airport,2020-01-20,2020-03-14,5998483.75,567.93,Material Manufacturing
678,Wilkinson-Hoffman,50.65876,-5.927963,Dam,2022-02-10,2022-12-18,9195552.29,316.73,Machinery
679,Dalton Inc,46.6327965,171.939608,Road,2021-01-08,2021-12-18,5771542.56,361.98,Transportation
680,Greer LLC,-39.010425,23.636545,Railway,2023-05-02,2024-10-03,7335742.96,62.7,Transportation
681,Haley Group,-82.1947485,52.534969,Bridge,2020-05-18,2020-11-30,1045242.99,346.03,Transportation
682,"Wang, Moore and Jenkins",8.348499,-83.11396,Bridge,2023-01-14,2024-04-21,8579699.61,734.6,Material Manufacturing
683,Webb-Adams,-83.3236915,137.702108,Dam,2022-04-20,2024-04-07,6078270.14,643.93,Material Manufacturing
684,"Kane, Sexton and Thomas",-53.810889,-119.677241,Housing,2021-11-11,2023-03-26,4046498.84,610.61,Material Manufacturing
685,"Rodriguez, Patterson and Black",22.7347425,118.674805,Bridge,2020-01-25,2021-01-15,7753813.06,681.32,Transportation
686,Tran PLC,87.543524,-166.019447,Port,2021-08-14,2023-07-15,9585711.8,188.63,Material Manufacturing
687,"Hunt, Rogers and Miller",-60.238853,-62.345106,Dam,2020-06-09,2020-08-21,8474223.06,936.24,Material Manufacturing
688,"Brown, Grant and King",-59.1220745,38.14206,Airport,2020-05-29,2021-12-22,8315822.56,58.18,Transportation
689,Blanchard-Kim,49.68047,-34.125238,Industry,2021-05-04,2021-12-27,6460752.05,755.56,Material Manufacturing
690,"Turner, Salazar and Horton",63.499601,104.54159,Road,2020-03-05,2022-04-14,2375767.27,658.92,Transportation
691,Holt-Hamilton,48.5687435,-82.973793,Railway,2023-07-09,2024-01-23,203938.07,404.38,Machinery
692,Mckenzie-Diaz,-31.1308845,-125.916062,Industry,2021-11-10,2024-05-07,7387826.1,863.39,Material Manufacturing
693,"Brown, Novak and Brooks",8.6369995,106.942127,Tunnel,2022-09-24,2024-01-20,2108120.24,919.5,Material Manufacturing
694,Graves-Barber,-40.382399,-78.227587,Industry,2021-01-07,2021-06-10,9079672.43,972.81,Transportation
695,Cortez and Sons,15.0199245,60.822108,Railway,2023-06-18,2023-06-21,9732345.36,69.15,Transportation
696,"Wilson, Lee and Spencer",88.244828,-36.908149,Industry,2023-07-30,2025-07-23,5896919.09,884.88,Material Manufacturing
697,Thomas-Mendez,23.583909,-15.550176,Road,2023-09-27,2024-03-28,990198.71,162.06,Transportation
698,Fisher-Munoz,61.9075705,148.762565,Airport,2020-02-07,2021-12-04,3816036.2,543.68,Material Manufacturing
699,Ramirez LLC,-84.0309755,-62.632115,Industry,2020-02-02,2021-08-08,9465815.04,727.17,Transportation
700,Bruce-Manning,20.203859,-128.297528,Tunnel,2020-04-22,2020-06-09,7239960.12,736.34,Transportation
701,"Flores, Mayo and Arroyo",-65.4828075,-170.466067,Bridge,2023-09-25,2026-01-14,1073393.44,14.97,Material Manufacturing
702,"King, Reed and Burns",76.3918165,153.953205,Tunnel,2020-05-25,2021-05-31,7315475.43,380.43,Transportation
703,Fields-Cook,-53.595638,140.84044,Dam,2020-05-24,2021-02-22,4713875.51,33.08,Machinery
704,Grimes-Kelley,17.725658,-18.719125,Dam,2021-08-07,2022-03-03,3917210.56,824.9,Transportation
705,"Bond, Dodson and Hernandez",42.4223415,-94.878255,Airport,2021-07-14,2021-07-17,3320684.68,99.95,Material Manufacturing
706,Black-Cortez,-26.4069085,90.769851,Tunnel,2021-09-26,2022-02-13,5937614.42,96.2,Material Manufacturing
707,Lewis Group,-33.630274,156.231236,Industry,2020-05-13,2020-11-09,653754.38,441.29,Material Manufacturing
708,"Mejia, Hernandez and Aguilar",60.4080845,125.594842,Port,2022-01-23,2023-04-28,2331387.48,452.28,Machinery
709,Williams-Thomas,-52.613337,-97.699171,Bridge,2021-05-07,2023-04-26,2708937.98,995.5,Machinery
710,Smith Inc,-39.121554,71.974866,Bridge,2021-03-21,2023-06-25,140275.3,42.13,Transportation
711,Boone-Dunn,-27.2594415,68.313405,Railway,2023-02-20,2023-08-05,1036364.19,609.74,Material Manufacturing
